% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 09:58"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
167.88377648,5.777939744370871E-13,5.711201039473774E-15,7.491159525838248E-15,2.822673647549783E-16
