% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 09:59"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
179.87547479999998,6.904425178880908E-13,1.9826355958247005E-14,1.9299159359428748E-14,4.684197500312009E-16
