% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 09:57"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
155.89207815999995,4.453410959253138E-13,1.5334226671037835E-15,3.0906660400700596E-15,1.5352637760170758E-16
