% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 10:03"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
227.84226807999997,7.649335524955532E-13,1.441581127100671E-12,7.220776282926285E-13,1.5906969447211433E-15
