% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 10:00"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
191.86717311999996,7.591572533711348E-13,7.269231975031186E-14,5.663525823497875E-14,7.003590720098112E-16
