% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 10:05"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
251.82566471999996,6.909832153304226E-13,4.304763193035788E-13,1.7531597064653718E-13,2.336174470505595E-15
