% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 10:04"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
239.83396639999992,7.342900753505741E-13,6.689616799852078E-13,3.0066199300365306E-13,1.9584044225636662E-15
