% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 15:48"
% Table,表格 2 - 
% freq (THz),comp1.P_sca_flux (W),comp1.C_sca_flux (m^2),comp1.C_multipole_sum (m^2),comp1.C_unresolved_signed (m^2),comp1.C_unresolved_fraction (1),comp1.P_abs (W),comp1.P_total_out (W),comp1.power_balance_fraction (1)
215.85056975999996,4.672198818740703E-15,3.5203178516079358E-12,3.5071088378527692E-12,1.3209013755166544E-14,0.003752221904943388,5.986530462999101E-16,6.088136671061504E-16,1
