x_alaee,lambda_nm,source,n,kappa,mie_ED,mie_MD,mie_EQ,mie_MQ,table2_ED,table2_MD,table2_EQ,table2_MQ,abs_err_ED,abs_err_MD,abs_err_EQ,abs_err_MQ,rel_err_ED,rel_err_MD,rel_err_EQ,rel_err_MQ
0.29411764705882354,1700.0,mcpeak,0.316482,12.370536,0.8535435839335405,0.06069915989469944,0.0024785874091193937,0.00031630905721140214,0.8541031436725603,0.060756641284789234,0.0024809054636331564,0.00031673647336789585,0.0005595597390198881,5.748139008979192e-05,2.318054513762713e-06,4.274161564937068e-07,0.0006555725443347216,0.000946988231624792,0.000935232102460443,0.0013512612008705375
0.30305286671630677,1649.87714987715,mcpeak,0.2657916977886979,12.010661670761673,0.96130373713826,0.07021057928577498,0.0033499070149633553,0.00041706166947403235,0.9619302907992817,0.07027696100511002,0.00335303979263203,0.0004176244565175381,0.0006265536610217115,6.638171933504022e-05,3.1327776686745565e-06,5.627870435057384e-07,0.000651774914437472,0.0009454660538385487,0.0009351834706698048,0.0013494096549689744
0.31198808637379005,1602.6252983293555,mcpeak,0.2458745274463006,11.660356572792361,1.0688857589790093,0.08071627810683146,0.004490286486327179,0.0005443510049776153,1.0695754511566429,0.08079219832814964,0.0044944697199320325,0.0005450822773800175,0.000689692177633594,7.592022131817922e-05,4.183233604853828e-06,7.31272402402193e-07,0.0006452440514245248,0.0009405812941188336,0.000931618420693575,0.0013433839484364766
0.3209233060312733,1558.0046403712297,mcpeak,0.2370549187935035,11.306294457076566,1.1748445624058967,0.09221598811722481,0.005973829915942967,0.0007029676931427144,1.1755891177453213,0.09230168858698751,0.00597933531534841,0.0007039022621265631,0.0007445553394245241,8.570046976269508e-05,5.505399405443014e-06,9.345689838487128e-07,0.0006337479554740348,0.0009293450247884648,0.0009215862324352748,0.0013294622113721793
0.3298585256887565,1515.8013544018058,mcpeak,0.22098204966139956,10.966199478555303,1.2774259429309165,0.10481359082653086,0.007889826479124035,0.0008997674483680377,1.2782194686817752,0.10490968258184381,0.007897007028723346,0.0009009496354977868,0.0007935257508586702,9.609175531295755e-05,7.180549599311234e-06,1.1821871297491588e-06,0.0006211911972274578,0.0009167871700149252,0.0009101023474103643,0.0013138807498463772
0.33879374534623974,1475.8241758241759,mcpeak,0.21490573626373627,10.679292582417583,1.373331699081826,0.11874006408686322,0.010340258203061763,0.001145608795292486,1.3741773372673378,0.11884856175414284,0.010349646527531606,0.0011471097384326723,0.0008456381855117545,0.00010849766727961951,9.388324469842418e-06,1.500943140186374e-06,0.0006157566930677609,0.0009137410200507305,0.0009079390751637637,0.001310170754933116
0.347728965003723,1437.9014989293362,mcpeak,0.20693556959314774,10.36385087366167,1.4643756887550143,0.13367306991570627,0.01347423159270067,0.0014424456733732442,1.4652558265905524,0.13379317810569016,0.013486271868114526,0.0014443083469036732,0.0008801378355380862,0.00012010818998389738,1.2040275413856272e-05,1.8626735304289564e-06,0.0006010328102936231,0.0008985219690071991,0.0008935778883583085,0.0012913301102515594
0.35666418466120625,1401.8789144050104,mcpeak,0.19171452609603337,10.084688580375783,1.5478082492604703,0.14999127584687177,0.01743998054367208,0.0018059930851841827,1.5487225740579582,0.1501246546442696,0.017455415086143844,0.001808304658786692,0.0009143247974878754,0.00013337879739783176,1.5434542471763624e-05,2.311573602509307e-06,0.0005907222667437856,0.0008892437019737073,0.0008850091565821093,0.0012799459873200805
0.36559940431868954,1367.6171079429735,mcpeak,0.1826722973523421,9.82267966191446,1.6231885886410717,0.16764473362091825,0.022434689434031048,0.0022461418700258132,1.624131619507155,0.16779240447569527,0.022454369801550165,0.0022489939104830656,0.000943030866083161,0.00014767085477701558,1.968036751911692e-05,2.852040457252368e-06,0.0005809743074109851,0.0008808559123063894,0.0008772293272428317,0.0012697508092930888
0.37453462397617276,1334.9900596421471,mcpeak,0.17550761033797216,9.571602970178926,1.6906851777466905,0.18664419338067495,0.028694283099340002,0.0027746435565247224,1.6916500844339806,0.18680693363261192,0.028719213438779874,0.002778136718705545,0.0009649066872901013,0.00016274025193696584,2.493033943987144e-05,3.4931621808224032e-06,0.0005707193154529861,0.0008719277518858826,0.0008688260080784128,0.0012589588931551392
