x_2a_over_lambda,lambda_nm,total,incoherent,cross_term,S1_real,S1_imag,S2_real,S2_imag
0.3675,1360.544217687075,8.160563134711245,7.361712420309179,0.7988507144020653,1.9949198098816234,-1.7467227095648663,0.17501987176368833,1.048420672836674
0.37,1351.3513513513515,8.302607237069195,7.472611054170795,0.8299961828983999,2.0220896819436533,-1.741894444163017,0.17929737852822408,1.0711754061278338
0.3725,1342.2818791946308,8.443354072159993,7.581253687654455,0.8621003845055375,2.0483358153160958,-1.7367737593319892,0.18358256714445914,1.0943440088883472
0.375,1333.3333333333333,8.582878977732902,7.687686414385033,0.8951925633478686,2.0736552052338104,-1.7314041775117843,0.18786904305731592,1.1179346422287377
0.3775,1324.5033112582782,8.721268497480246,7.791965946931263,0.9293025505489823,2.0980473091650818,-1.7258278336835982,0.1921499513262234,1.1419556342843247
0.38,1315.7894736842104,8.858621617474409,7.894160779601813,0.9644608378725961,2.121514112266531,-1.720085574867584,0.19641788671900046,1.1664154996559577
0.3825,1307.18954248366,8.99504615795877,7.994347870831795,1.0006982871269745,2.144059468837464,-1.7142165667892086,0.20066497465668792,1.1913229126221963
0.385,1298.7012987012986,9.130660640041123,8.09261458912433,1.0380460509167921,2.165689458321148,-1.7082582941551185,0.2048827304985454,1.216686680025503
0.3875,1290.3225806451612,9.265592657933986,8.189057133319778,1.0765355246142079,2.1864118905006436,-1.702246551337348,0.2090620819799948,1.2425157654330525
0.39,1282.051282051282,9.399978172366827,8.283780026545399,1.1161981458214285,2.2062361757842917,-1.6962153155734687,0.21319332907873273,1.2688192608397215
0.3925,1273.8853503184712,9.533961746638884,8.376896339479918,1.1570654071589654,2.225173195126742,-1.6901968767121998,0.2172660951004098,1.2956064063597683
0.395,1265.8227848101264,9.667695082260002,8.468526481442066,1.199168600817936,2.2432350280156634,-1.6842217012988947,0.22126931552098278,1.3228865568242418
0.39749999999999996,1257.861635220126,9.801336707323065,8.558798140229202,1.2425385670938631,2.2604349287414096,-1.678318335440627,0.2251911709840053,1.3506691458990017
0.4,1250.0,9.935051601367713,8.64784591989158,1.2872056814761326,2.2767870482491217,-1.672513588470489,0.2290190691108985,1.378963705344673
0.40249999999999997,1242.2360248447205,10.069010622264692,8.735811006658029,1.333199615606663,2.29230632056687,-1.666832497724603,0.23273959815841963,1.4077798332594795
0.405,1234.567901234568,10.203389673220324,8.822840681142871,1.3805489920774523,2.307008360499572,-1.66129822499038,0.2363384718746496,1.4371271454402244
0.4075,1226.993865030675,10.338371387241498,8.909089830284783,1.429281556956715,2.3209095187543607,-1.655932416865783,0.23980045615513035,1.4670153254133833
0.41000000000000003,1219.5121951219512,10.474150770692695,8.99472546623284,1.4794253044598555,2.3340271810976145,-1.650756266322708,0.24310930983801468,1.4974543402910867
0.4125,1212.1212121212122,10.611291999095961,9.08021838317167,1.5310736159242904,2.3464166872964194,-1.6458357881153176,0.24624355826828714,1.5284663546323363
0.41500000000000004,1204.8192771084337,10.750000737320137,9.165743499459944,1.584257237860193,2.3580966245809276,-1.6411864855070741,0.24918633970907944,1.5600622213076965
0.4175,1197.6047904191616,10.890108821587404,9.25117673155879,1.6389320900286144,2.369046693430139,-1.6367757011807265,0.25192316265172027,1.5922394952013423
0.42000000000000004,1190.4761904761904,11.03181750207392,9.336700380955422,1.695117121118498,2.3792840715843337,-1.6326171162421863,0.2544336764063585,1.6250075891645517
0.4225,1183.4319526627219,11.17533102017624,9.422502572095732,1.752828448080507,2.3888259512598484,-1.6287229936538796,0.2566963000948515,1.658375715639999
0.42500000000000004,1176.470588235294,11.320855668461144,9.508776508151673,1.8120791603094712,2.397689175915718,-1.625104468520299,0.25868825522536065,1.692352840622062
0.4275,1169.5906432748538,11.468600468596923,9.595721842540279,1.8728786260566448,2.4058906788208745,-1.6217712369325226,0.26038536359582715,1.7269476041974114
0.43,1162.7906976744187,11.618776232872413,9.683544002283194,1.9352322305892198,2.413447138705093,-1.6187318374122324,0.2617620720332584,1.7621682660124964
0.4325,1156.0693641618498,11.771595166927177,9.772454243887482,1.999140923039695,2.42037491530105,-1.6159937329674208,0.26279140334017026,1.7980226276799574
0.435,1149.4252873563219,11.927270561508719,9.862669866407444,2.0646006951012748,2.426690044258671,-1.6135633493700183,0.263444889960177,1.8345179470717223
0.4375,1142.857142857143,12.086016679115772,9.954414720675741,2.131601958440031,2.4324083402084304,-1.6114460236140877,0.2636924668351329,1.8716608510926833
0.44,1136.3636363636363,12.248048005689826,10.047918946941866,2.20012905874796,2.437545215952162,-1.6096461866816965,0.2635024665443265,1.9094572343220166
0.4425,1129.9435028248588,12.413579073194384,10.14341950010605,2.2701595730883337,2.4421157947775796,-1.608167307420305,0.26284151155123575,1.9479121564491153
0.445,1123.5955056179776,12.582823174825332,10.241159311935595,2.341663862889737,2.4461345394324496,-1.6070122496077837,0.26167460426609307,1.9870296980452116
0.4475,1117.31843575419,12.755992944361621,10.341388901173437,2.4146040431881843,2.4496157641736853,-1.606182875707403,0.2599648645735736,2.026812865373844
