% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 14:42"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
215.85056975999996,7.768114998433684E-13,1.6773879344318457E-12,9.5509910939852E-13,1.2484879533005562E-15
