x_alaee,x_mie,C_pathA,C_table1,C_mie_l12,A_ED,T_ED,M_ED,A_MD,T_MD,M_MD,A_EQ,T_EQ,M_EQ,A_MQ,T_MQ,M_MQ
0.05946308724832214,0.18680879805909772,2.344686854336134e-05,2.3446867886422856e-05,2.344701803382226e-05,2.3444556914854386e-05,2.3444556914854376e-05,2.344471806949214e-05,2.1793982497447333e-09,2.1793982497447333e-09,2.1684180442415772e-09,1.3222673539975351e-10,1.3156979692662292e-10,1.3154275361695457e-10,3.5218086029687966e-15,3.5218086029689027e-15,3.532260334348483e-15
0.06134228187919463,0.19271246210611215,2.829818026142666e-05,2.8298179307248688e-05,2.8298392711315455e-05,2.8295018905589143e-05,2.8295018905589133e-05,2.8295248310660654e-05,2.980841321551508e-09,2.9808413215515054e-09,2.9648770628830726e-09,1.8050906485721498e-10,1.7955488689272036e-10,1.79518128393799e-10,5.451110936841366e-15,5.451110936841376e-15,5.463524776265508e-15
0.06322147651006711,0.19861612615312652,3.396283826524747e-05,3.396283689487132e-05,3.3963134892939646e-05,3.395855495302458e-05,3.395855495302456e-05,3.395887595436427e-05,4.039184002154533e-09,4.039184002154531e-09,4.01623019709136e-09,2.4411989370490413e-10,2.427495175690468e-10,2.4270003777725436e-10,8.327031846780684e-15,8.327031846780779e-15,8.340508826304844e-15
0.06510067114093959,0.20451979020014088,4.054754588827957e-05,4.0547543940935754e-05,4.054795376255248e-05,4.054179312806629e-05,4.054179312806628e-05,4.0542235675306235e-05,5.425504405661184e-09,5.42550440566118e-09,5.392844763246452e-09,3.2724324390657324e-10,3.2529590010365136e-10,3.252299068968668e-10,1.2563707294781859e-14,1.2563707294781604e-14,1.257610392758795e-14
0.06697986577181207,0.21042345424715525,4.816941571394192e-05,4.8169412974259904e-05,4.816996907212196e-05,4.816175301454411e-05,4.816175301454415e-05,4.816235521240005e-05,7.2276497543393815e-09,7.22764975433938e-09,7.1816370063254e-09,4.3503090752995754e-10,4.322912254847059e-10,4.322039725562953e-10,1.8735935901429315e-14,1.873593590142954e-14,1.8743021213953867e-14
0.06885906040268455,0.21632711829416962,5.695666892064728e-05,5.695666510249845e-05,5.695741072477242e-05,5.694654154457217e-05,5.6946541544572166e-05,5.694735150458913e-05,9.553559927901369e-09,9.553559927901369e-09,9.489336599564325e-09,5.737885131310179e-10,5.69970364302227e-10,5.698559554620298e-10,2.7634077448316682e-14,2.763407744831708e-14,2.7628261111070475e-14
0.07073825503355705,0.222230782341184,6.704936379707078e-05,6.704935852329387e-05,6.705034756091438e-05,6.703607743158584e-05,6.703607743158577e-05,6.703715547149973e-05,1.2535134598144613e-08,1.2535134598144617e-08,1.244628117309858e-08,7.5119055146636e-10,7.459167746096674e-10,7.457679377582294e-10,4.03353374296051e-14,4.033533742960536e-14,4.030379025865536e-14
0.07261744966442953,0.22813444638819838,7.860015420629549e-05,7.860014698341356e-05,7.86014461291554e-05,7.858284490421331e-05,7.858284490421334e-05,7.858426614791152e-05,1.63327159135468e-08,1.6332715913546785e-08,1.6210810207224094e-08,9.765278729707776e-10,9.693049910111283e-10,9.691128190599176e-10,5.829566626190144e-14,5.829566626190124e-14,5.821759156465872e-14
0.074496644295302,0.23403811043521275,9.1775078801672e-05,9.177506898854974e-05,9.177676024797473e-05,9.175267746041539e-05,9.175267746041536e-05,9.175453489783848e-05,2.1140266306501358e-08,2.1140266306501348e-08,2.0974334809460035e-08,1.2609914826730083e-09,1.251178360449146e-09,1.2509320166271062e-09,8.346743326475757e-14,8.346743326475786e-14,8.331016591947234e-14
0.07637583892617449,0.23994177448222712,0.0001067543818212337,0.00010675436859044234,0.00010675655218822577,0.00010672557237673675,0.00010672557237673675,0.0001067279804500035,2.7191329257697294e-08,2.7191329257697278e-08,2.696716767559489e-08,1.6179967901268237e-09,1.6047659987532376e-09,1.6044523840332853e-09,1.184491394189749e-13,1.1844913941897402e-13,1.1816264441908691e-13
0.07825503355704698,0.24584543852924154,0.0001237333663112545,0.00012373334860169862,0.00012373614633030412,0.00012369653672193829,0.00012369653672193829,0.00012369963551151454,3.4765869818322616e-08,3.476586981832261e-08,3.4465205957558664e-08,2.063552823143254e-09,2.045843267261011e-09,2.0454466480883306e-09,1.6667473547778326e-13,1.6667473547778687e-13,1.661839431237688e-13
0.08013422818791946,0.2517491025762559,0.00014292328065295472,0.00014292325711208058,0.00014292681617325675,0.00014287646563760164,0.00014287646563760162,0.00014288042573053087,4.4198101416149145e-08,4.419810141614914e-08,4.3797568873715684e-08,2.616681285273786e-09,2.593140411174604e-09,2.592642006314014e-09,2.3265164275335375e-13,2.326516427533523e-13,2.3184588669323634e-13
