x,fano_profile
1.27232,1.5435508907552644
1.2725,1.5447667087011339
1.27268,1.5459873498332026
1.27286,1.547212837349094
1.27304,1.5484431945210708
1.27322,1.5496784446948
1.2734,1.5509186112880413
1.27358,1.5521637177893053
1.27376,1.5534137877564547
1.27394,1.5546688448152277
1.27412,1.555928912657727
1.2743,1.5571940150408454
1.27448,1.5584641757846116
1.27466,1.5597394187704923
1.27484,1.561019767939631
1.27502,1.5623052472909964
1.2752,1.563595880879486
1.27538,1.5648916928139596
1.27556,1.5661927072551742
1.27574,1.5674989484136748
1.27592,1.5688104405475907
1.2761,1.5701272079603674
1.27628,1.5714492749983946
1.27646,1.5727766660485762
1.27664,1.5741094055358062
1.27682,1.5754475179203447
1.277,1.5767910276951234
1.27718,1.5781399593829526
1.27736,1.5794943375336188
1.27754,1.5808541867209056
1.27772,1.5822195315395082
1.2779,1.5835903966018308
1.2780799999999999,1.5849668065346973
1.27826,1.5863487859759495
1.27844,1.5877363595709175
1.27862,1.5891295519687991
1.2788,1.5905283878189038
1.27898,1.5919328917667874
1.27916,1.5933430884502506
1.27934,1.5947590024952218
1.27952,1.5961806585115033
1.2797,1.5976080810883797
1.27988,1.5990412947900934
1.28006,1.6004803241511796
1.28024,1.6019251936716468
1.28042,1.6033759278120134
1.2806,1.6048325509881978
1.28078,1.6062950875662307
1.2809599999999999,1.607763561856823
1.28114,1.609237998109767
1.28132,1.610718420508149
1.2815,1.6122048531624042
1.28168,1.6136973201041842
1.28186,1.6151958452800432
1.28204,1.6167004525449213
1.28222,1.6182111656554474
1.2824,1.6197280082630392
1.28258,1.6212510039067836
1.28276,1.6227801760061191
1.28294,1.6243155478533042
1.28312,1.6258571426056427
1.2832999999999999,1.6274049832774977
1.28348,1.6289590927320716
1.28366,1.630519493672926
1.28384,1.63208620863527
1.28402,1.633659259976991
1.2842,1.6352386698694226
1.28438,1.636824460287835
1.28456,1.6384166530016622
1.28474,1.6400152695644472
1.28492,1.6416203313034772
1.2851,1.6432318593091393
1.28528,1.644849874423971
1.28546,1.646474397231373
1.28564,1.6481054480440216
1.28582,1.6497430468919474
1.286,1.6513872135102527
1.2861799999999999,1.6530379673265019
1.28636,1.654695327447746
1.28654,1.6563593126471692
1.28672,1.6580299413503647
1.2869,1.6597072316212198
1.28708,1.6613912011474106
1.28726,1.6630818672254626
1.28744,1.6647792467454132
1.28762,1.6664833561750412
1.2878,1.6681942115436308
1.28798,1.6699118284253023
1.28816,1.6716362219218734
1.28834,1.673367406645221
1.2885199999999999,1.675105396699168
1.2887,1.676850205660868
1.28888,1.6786018465616437
1.28906,1.680360331867322
1.28924,1.6821256734579995
1.28942,1.6838978826072646
1.2896,1.6856769699608183
1.28978,1.6874629455145216
1.28996,1.6892558185918347
1.29014,1.6910555978206105
1.29032,1.6928622911092697
1.2905,1.6946759056223129
1.29068,1.6964964477551403
1.29086,1.6983239231081961
1.29104,1.700158336460401
1.29122,1.701999691741832
1.2913999999999999,1.703847992005675
1.29158,1.7057032393994018
1.29176,1.7075654351351408
1.29194,1.7094345794592565
1.29212,1.7113106716210797
1.2923,1.7131937098408014
1.29248,1.7150836912764607
1.29266,1.7169806119900526
1.29284,1.7188844669127163
1.29302,1.7207952498089463
1.2932,1.7227129532398524
