x_alaee,lambda_nm,source,n,kappa,mie_ED,mie_MD,mie_EQ,mie_MQ,table2_ED,table2_MD,table2_EQ,table2_MQ,abs_err_ED,abs_err_MD,abs_err_EQ,abs_err_MQ,rel_err_ED,rel_err_MD,rel_err_EQ,rel_err_MQ
0.2,2500.0,olmon,0.778389,17.184444,0.10512219295231887,0.008112460669213714,5.236244271831842e-05,7.734969242564429e-06,0.10518218502099472,0.008119046301728373,5.2402549850435464e-05,7.744083451045708e-06,5.9992068675851495e-05,6.585632514658629e-06,4.010713211704712e-08,9.11420848127938e-09,0.0005706889001360787,0.0008117922271907828,0.0007659522748547421,0.0011783121814014717
0.20402010050251257,2450.7389162561576,olmon,0.7484487536945813,16.8315930591133,0.11888016748779923,0.00902235053623871,6.38871700366047e-05,9.367350180800161e-06,0.11894767784406934,0.009029649497482403,6.393609731211906e-05,9.378358737149086e-06,6.751035627011737e-05,7.29896124369335e-06,4.8927275514358656e-08,1.1008556348924734e-08,0.0005678857768857536,0.0008089866619986352,0.0007658388293975981,0.0011752049551311192
0.20804020100502513,2403.381642512077,olmon,0.7205628888888888,16.50034133816425,0.13402866377635805,0.01001207730775928,7.764677858135823e-05,1.1303848671961696e-05,0.1341045242001785,0.01002016081093422,7.77063139982445e-05,1.1317114599487813e-05,7.586042382043412e-05,8.083503174939957e-06,5.9535416886263024e-08,1.3265927526116841e-08,0.0005660014931359444,0.0008073752255863334,0.0007667467726801036,0.0011735761784410585
0.2120603015075377,2357.81990521327,olmon,0.6940612085308056,16.178991061611374,0.15066480106810104,0.011082940923217884,9.402321053922556e-05,1.3585799148860659e-05,0.15074973990176974,0.011091866267726538,9.409533231185014e-05,1.360171340728691e-05,8.493883366869626e-05,8.925344508654148e-06,7.212177262458548e-08,1.591425842625152e-08,0.0005637603014542434,0.0008053227541758576,0.0007670634964597065,0.0011713892022013391
0.21608040201005027,2313.953488372093,olmon,0.6688982558139535,15.872151162790699,0.16886467622640375,0.01224125438624607,0.00011344865873508752,1.6269989059276333e-05,0.16895954504421554,0.012251092102784415,0.00011353574404995749,1.6289019530213007e-05,9.486881781178846e-05,9.83771653834467e-06,8.708531486997003e-08,1.903047093667438e-08,0.0005618038060523326,0.0008036526509405811,0.0007676187258707203,0.001169667101025133
0.22010050251256283,2271.689497716895,olmon,0.6454961187214612,15.575981735159816,0.18871102873655213,0.013490490429282662,0.00013642099094154724,1.941381855951274e-05,0.18881665788115545,0.013501307953659107,0.0001365257518525617,1.943648970771744e-05,0.00010562914460332529,1.0817524376444815e-05,1.0476091101446522e-07,2.2671148204700506e-08,0.0005597401768753412,0.0008018629443570215,0.0007679236918851621,0.0011677840778825906
0.2241206030150754,2230.9417040358744,olmon,0.623069394618834,15.289562780269058,0.21027826541957895,0.014835058722187914,0.00016350725998465822,2.308340115799066e-05,0.21039550299257956,0.014846925408203057,0.00016363282416090595,2.311030903072565e-05,0.00011723757300061144,1.1866686015143263e-05,1.255641762477281e-07,2.6907872734986877e-08,0.0005575353818269393,0.000799908260382884,0.0007679425137422626,0.0011656805923364684
0.22814070351758794,2191.6299559471363,olmon,0.6016313568281937,15.011642449339206,0.233634309904737,0.016279155051978585,0.00019535363268517435,2.735176298034646e-05,0.23376399893774888,0.01629214037022699,0.00019550357853215228,2.738357858456207e-05,0.00012968903301188717,1.2985318248406874e-05,1.4994584697793057e-07,3.181560421561109e-08,0.000555094125793284,0.0007976653706500956,0.000767561088662111,0.0011632012254007946
0.23216080402010053,2153.6796536796533,olmon,0.5817153290043288,14.744153424242421,0.2588278186804833,0.01782885043744939,0.00023269003757479164,3.230599525012492e-05,0.25897087877635916,0.017843033828591627,0.00023286855296983914,3.2343497298080955e-05,0.00014306009587583546,1.41833911422376e-05,1.7851539504750596e-07,3.7502047956037166e-08,0.0005527230287886469,0.0007955303227203856,0.0007671810830754937,0.0011608386513302716
0.2361809045226131,2117.0212765957444,olmon,0.5625098510638297,14.483008978723403,0.2859161959792852,0.019486635426305778,0.0002763527111708262,3.8031012755215906e-05,0.2860734376735379,0.019502086405553523,0.00027656445566575353,3.807504656759675e-05,0.00015724169425268553,1.5450979247745578e-05,2.117444949273112e-07,4.4033812380841434e-08,0.000549957282811911,0.0007929013351831734,0.0007662110280380866,0.0011578395943400758
