% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 12 2026, 14:25"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
215.85056975999996,7.813659852056201E-13,1.7458390870534471E-12,9.884841058705103E-13,1.2577710003178612E-15
