% Model,Untitled.mph
% Version,COMSOL 6.3.0.290
% Date,"Aug 13 2026, 06:02"
% Table,表格 - 
% freq (THz),comp1.C_ED (m^2),comp1.C_MD (m^2),comp1.C_EQ (m^2),comp1.C_MQ (m^2)
215.85056975999996,7.738195785931882E-13,1.5983146388851997E-12,9.160486165374964E-13,1.2436437424747246E-15
