x_alaee,epsilon_r,m_real,m_imag,grid_Nu,grid_Ntheta,grid_Nphi,mie_ED,mie_MD,mie_EQ,mie_MQ
0.27236180904522617,6.25,2.5,0.0,60,61,120,0.28597630760174547,0.02265477977034714,0.0005252002030270298,8.062982252243357e-06
0.2763819095477387,6.25,2.5,0.0,60,61,120,0.3125154900134322,0.027529808300111154,0.0006085428660320096,1.0001651575683492e-05
0.2804020100502513,6.25,2.5,0.0,60,61,120,0.3408641035204422,0.03346308921445789,0.0007036853359062677,1.2374228328803502e-05
0.28442211055276384,6.25,2.5,0.0,60,61,120,0.3710726454148612,0.040694230238681545,0.0008121094514201891,1.5271354359462102e-05
0.2884422110552764,6.25,2.5,0.0,60,61,120,0.4031844912679846,0.04952099124049546,0.0009354616707333331,1.880145240502252e-05
0.29246231155778896,6.25,2.5,0.0,60,61,120,0.4372349065718881,0.06031452668010118,0.0010755693477597504,2.309403959578034e-05
0.2964824120603015,6.25,2.5,0.0,60,61,120,0.47325009468296486,0.07353884152188599,0.0012344584777876312,2.830363888107724e-05
0.3005025125628141,6.25,2.5,0.0,60,61,120,0.5112463057728538,0.0897755968511226,0.0014143730404751209,3.461439577472518e-05
0.3045226130653267,6.25,2.5,0.0,60,61,120,0.5512290325568792,0.10975562551147258,0.0016177960799886085,4.2245527656020744e-05
0.30854271356783924,6.25,2.5,0.0,60,61,120,0.5931923187722967,0.13439869267959953,0.00184747267484654,5.145775658507029e-05
0.3125628140703518,6.25,2.5,0.0,60,61,120,0.6371182055856414,0.1648630398033903,0.002106434964103491,6.256090501632117e-05
0.31658291457286436,6.25,2.5,0.0,60,61,120,0.6829763392268398,0.2026058354136767,0.002398029411991524,7.592286792997561e-05
0.3206030150753769,6.25,2.5,0.0,60,61,120,0.7307237601359284,0.24945434704729513,0.00272594651018145,9.198021599018644e-05
0.3246231155778895,6.25,2.5,0.0,60,61,120,0.7803048897869875,0.3076845738647122,0.003094253135603156,0.00011125073391829367
0.32864321608040203,6.25,2.5,0.0,60,61,120,0.831651726212798,0.3800977353387288,0.003507427802459521,0.00013434825824573
0.3326633165829146,6.25,2.5,0.0,60,61,120,0.8846842532530115,0.4700730080792943,0.00397039906989249,0.00016200025135775214
0.33668341708542715,6.25,2.5,0.0,60,61,120,0.9393110619141061,0.5815539657530461,0.004488587391942748,0.0001950686372199128
0.3407035175879397,6.25,2.5,0.0,60,61,120,0.9954301752426593,0.7188931945643625,0.005067950724247755,0.00023457453210908936
0.34472361809045227,6.25,2.5,0.0,60,61,120,1.0529300610942713,0.8864355151405884,0.0057150342326316925,0.00028172763572280703
0.3487437185929648,6.25,2.5,0.0,60,61,120,1.1116908104665921,1.087680126462153,0.006437024482677174,0.0003379612101146026
0.3527638190954774,6.25,2.5,0.0,60,61,120,1.1715854529868979,1.3238725323085194,0.007241808526888593,0.00040497377347810615
0.35678391959798994,6.25,2.5,0.0,60,61,120,1.2324813760017297,1.592032429684917,0.008138038347554886,0.0004847788823963624
0.36080402010050255,6.25,2.5,0.0,60,61,120,1.2942418097523176,1.8828351273537094,0.009135201159337795,0.0005797646819506251
0.3648241206030151,6.25,2.5,0.0,60,61,120,1.3567273385053351,2.179404622663544,0.010243696126436412,0.0006927652836587608
0.36884422110552767,6.25,2.5,0.0,60,61,120,1.4197973963271677,2.4585116993287093,0.011474918105452987,0.0008271465067224819
0.37286432160804023,6.25,2.5,0.0,60,61,120,1.483311706432384,2.6950611093067125,0.012841349087405252,0.0009869091145876367
0.3768844221105528,6.25,2.5,0.0,60,61,120,1.5471316246038351,2.8687433434522225,0.014356658081362668,0.0011768134303203222
0.38090452261306534,6.25,2.5,0.0,60,61,120,1.6111213498923407,2.9696683942087803,0.016035810258654543,0.0014025301652023103
0.38492462311557796,6.25,2.5,0.0,60,61,120,1.6751489694124682,2.9999747542886497,0.01789518626130938,0.0016708235036917176
0.3889447236180905,6.25,2.5,0.0,60,61,120,1.7390873082663836,2.9710654674078225,0.019952712672219576,0.0019897740317686716
0.3929648241206031,6.25,2.5,0.0,60,61,120,1.8028145601356669,2.8987155014621204,0.02222800474843628,0.0023690510774903796
0.39698492462311563,6.25,2.5,0.0,60,61,120,1.8662146785662388,2.798680089738358,0.02474252263402861,0.002820246589862646
0.4010050251256282,6.25,2.5,0.0,60,61,120,1.9291775131382194,2.6841101361518183,0.027519742396210755,0.003357286000064468
0.40502512562814075,6.25,2.5,0.0,60,61,120,1.9915986783020487,2.564706860283797,0.030585343369134654,0.003996935838524063
0.4090452261306533,6.25,2.5,0.0,60,61,120,2.0533791454663217,2.446952569182199,0.03396741344514191,0.004759433564532116
0.41306532663316586,6.25,2.5,0.0,60,61,120,2.114424550793199,2.3347836609998707,0.03769667412465454,0.005669272571966034
0.4170854271356784,6.25,2.5,0.0,60,61,120,2.174644212012663,2.230317455304903,0.04180672732461076,0.0067561853154304834
0.421105527638191,6.25,2.5,0.0,60,61,120,2.233949847395781,2.1344630124302637,0.04633432615272097,0.00805638086181926
0.42512562814070354,6.25,2.5,0.0,60,61,120,2.2922539888932527,2.0473749972083555,0.05131967208207115,0.009614111185706159
0.4291457286432161,6.25,2.5,0.0,60,61,120,2.3494680794909173,1.968766675778172,0.056806741208818484,0.01148366499518839
0.43316582914572865,6.25,2.5,0.0,60,61,120,2.4055002422906466,1.8981148492702655,0.0628436425456973,0.013731921370787275
0.4371859296482412,6.25,2.5,0.0,60,61,120,2.460252706027537,1.8347885335090717,0.06948301159617334,0.016441641728891634
0.44120603015075377,6.25,2.5,0.0,60,61,120,2.513618869145546,1.778126541321687,0.07678244276802182,0.019715742965565844
0.4452261306532663,6.25,2.5,0.0,60,61,120,2.5654799827988426,1.727482032022257,0.0848049645196567,0.023682884986124614
0.44924623115577894,6.25,2.5,0.0,60,61,120,2.6157014330607433,1.6822463050394005,0.09361956148505539,0.02850483385060166
0.4532663316582915,6.25,2.5,0.0,60,61,120,2.664128605314257,1.6418598946244924,0.10330174818913263,0.034386244882484034
0.45728643216080406,6.25,2.5,0.0,60,61,120,2.7105823207240016,1.6058161253934653,0.11393419933773383,0.04158777452254116
0.4613065326633166,6.25,2.5,0.0,60,61,120,2.7548538477382083,1.5736603699281837,0.1256074420343498,0.050443815274323005
0.4653266331658292,6.25,2.5,0.0,60,61,120,2.796699513149702,1.5449870085589967,0.138420615623529,0.06138671566664797
0.46934673366834173,6.25,2.5,0.0,60,61,120,2.835834970351512,1.5194353016628688,0.15248230516660152,0.07498019037651087
0.4733668341708543,6.25,2.5,0.0,60,61,120,2.8719292306529445,1.496684888688851,0.16791145478764363,0.09196588886844195
0.47738693467336685,6.25,2.5,0.0,60,61,120,2.9045986309874707,1.4764513201533536,0.18483836724376773,0.1133289961564001
0.48140703517587946,6.25,2.5,0.0,60,61,120,2.9334010023932695,1.4584818401301383,0.20340579601523823,0.14039162428333618
0.485427135678392,6.25,2.5,0.0,60,61,120,2.957830422285983,1.4425515229839878,0.22377013589823264,0.17494711713302896
0.4894472361809046,6.25,2.5,0.0,60,61,120,2.977313082391,1.4284598010500473,0.2461027174095266,0.2194549261665393
0.49346733668341713,6.25,2.5,0.0,60,61,120,2.9912049828101397,1.416027381804041,0.27059120913502527,0.2773252341211923
0.4974874371859297,6.25,2.5,0.0,60,61,120,2.9987923650574038,1.405093532581572,0.29744113028291075,0.3533354882436382
0.5015075376884423,6.25,2.5,0.0,60,61,120,2.9992960080693303,1.3955137010654897,0.3268774728854178,0.4542359232410891
0.5055276381909548,6.25,2.5,0.0,60,61,120,2.9918807032251746,1.387157436197524,0.35914642899956073,0.5896091749854444
0.5095477386934674,6.25,2.5,0.0,60,61,120,2.975671352194728,1.379906574182424,0.39451721245207155,0.773018802996107
0.5135678391959799,6.25,2.5,0.0,60,61,120,2.949777129919883,1.3736536561858006,0.4332839565915827,1.0233185043591528
0.5175879396984925,6.25,2.5,0.0,60,61,120,2.913324940224959,1.3683005471830239,0.4757676584190953,1.3654480964460405
0.521608040201005,6.25,2.5,0.0,60,61,120,2.865502868674425,1.363757228606509,0.5223181244247478,1.8285695551389005
0.5256281407035177,6.25,2.5,0.0,60,61,120,2.805613420073678,1.3599407406263169,0.5733158532661101,2.4363144818812605
0.5296482412060302,6.25,2.5,0.0,60,61,120,2.733134971517498,1.3567742529026894,0.6291737635714076,3.1805950954347475
0.5336683417085428,6.25,2.5,0.0,60,61,120,2.647788117476294,1.3541862453815674,0.6903386397662812,3.9777836917369007
0.5376884422110553,6.25,2.5,0.0,60,61,120,2.549601606196097,1.3521097831326818,0.7572921226221279,4.6457107737087435
0.5417085427135679,6.25,2.5,0.0,60,61,120,2.438970705959337,1.3504818713541815,0.8305510114968064,4.980458161710847
0.5457286432160804,6.25,2.5,0.0,60,61,120,2.3166995842518343,1.3492428785039112,0.9106665688798401,4.910682611696645
0.5497487437185931,6.25,2.5,0.0,60,61,120,2.184019184946555,1.348336017090118,0.9982224215041956,4.542091819381256
0.5537688442211055,6.25,2.5,0.0,60,61,120,2.04257360139081,1.3477068729906851,1.0938305326382545,4.043471975511562
0.5577889447236182,6.25,2.5,0.0,60,61,120,1.8943712148257918,1.3473029752973749,1.1981245745734883,3.5392433824551754
0.5618090452261306,6.25,2.5,0.0,60,61,120,1.7417015705853112,1.3470733996253768,1.3117498578230378,3.0887404068606643
0.5658291457286433,6.25,2.5,0.0,60,61,120,1.5870242612315242,1.346968398611889,1.4353487766124418,2.7085629084348755
0.5698492462311558,6.25,2.5,0.0,60,61,120,1.4328407948458575,1.3469390539706128,1.569540517430771,2.395554623742147
