C_sca_farfield_m2,C_l1_l2_sum_m2,unresolved_fraction_l_gt_2,radial_energy_fraction,quadrature_weight_sum
6.375246320965971e-13,6.372739113386291e-13,0.00039327226799600355,6.612122115651079e-30,12.566370614359123
