x_alaee,x_mie,C_pathB,C_mie_l12,B_ED,M_ED,B_MD,M_MD,B_EQ,M_EQ,B_MQ,M_MQ
0.551859296482412,1.7337171116443773,8.792994814572861,8.79307921167421,2.110633863204158,2.110733555886115,1.347995622345979,1.3479744549026589,1.047361867523691,1.0473729075546885,4.287003461499033,4.286998293330747
0.55678391959799,1.7491882714459754,8.112085419975728,8.112159042388052,1.9318429267588697,1.9319338938739814,1.3474089280281707,1.347385640669412,1.1711899851280994,1.1712015477539448,3.6616435800605878,3.661637960090713
0.5617085427135678,1.7646594312475732,7.500517779860974,7.500580312678052,1.7454711459885486,1.745553218784758,1.347102970134618,1.3470774155990524,1.3087782967594488,1.3087903189034535,3.0991653669783594,3.099159359390788
0.5666331658291458,1.7801305910491714,7.005153069717932,7.005205391285344,1.5559944997219546,1.5560687720993818,1.3469860091171055,1.346958031747097,1.4613081859958736,1.4613205756155068,2.6408643748829985,2.6408580118233576
0.5715577889447236,1.7956017508507693,6.625410298124855,6.625453373004872,1.3679912499221918,1.3680589644154897,1.346968194544174,1.3469376303448413,1.629908764386845,1.62992139347198,2.2805420892716457,2.2805353847725613
0.5764824120603016,1.8110729106523675,6.347832009670864,6.347866512817132,1.1857845269939922,1.1858466982518754,1.3469606524643738,1.3469273293306718,1.815578612447187,1.8155913088415843,1.9995082177653116,1.9995011763930004
0.5814070351758794,1.8265440704539653,6.158479042522953,6.1585052936272575,1.013131212736338,1.0131885668727543,1.3468746095018382,1.3468383476532877,2.0190764817541735,2.0190890198077334,1.779396738530603,1.779389359293482
0.5863316582914573,1.842015230255563,6.045805755367099,6.0458237539280955,0.8530013142495707,0.8530543323787836,1.3466205358380023,1.3465811484936836,2.240774009458222,2.2407860996542093,1.6054098958213041,1.605402173401419
0.5912562814070352,1.8574863900571612,6.000429187767005,6.000438668031758,0.7074691153495114,0.7075180986384136,1.3461072902678106,1.346064584574053,2.4804646943291804,2.480475972245411,1.4663880878205022,1.46638001257388
0.5961809045226131,1.8729575498587592,6.014176729399547,6.014177209033012,0.577712814915424,0.5777579435747948,1.345241251118498,1.3451950293000827,2.7371270444999114,2.7371370597745184,1.3540956188657136,1.3540871763836158
0.601105527638191,1.8884287096603574,6.079145374131771,6.079136190982936,0.46410053999847667,0.46414191921432957,1.3439254170415755,1.3438754776743302,3.0086473318844553,3.0086555382723486,1.2624720852072642,1.2624632558219273
