panel,channel,x_alaee,grid_coarse,grid_refined,coarse,refined,relative_difference
a,MD,0.3527638190954774,40x30x60,60x61x120,1.3239163077067415,1.3238719187919783,3.352961425733725e-05
a,EQ,0.3527638190954774,40x30x60,60x61x120,0.007247591153364455,0.00724186848095904,0.0007902204272918556
a,MQ,0.3527638190954774,40x30x60,60x61x120,0.0004047568365574442,0.00040497470627707274,0.0005379835240364489
a,ED,0.35678391959798994,40x30x60,60x61x120,1.2324574816320462,1.2324814152633687,1.9419060625321422e-05
a,MD,0.35678391959798994,40x30x60,60x61x120,1.592083855371941,1.592031669381619,3.2779492597809743e-05
a,EQ,0.35678391959798994,40x30x60,60x61x120,0.008144240269666892,0.008138101822233013,0.0007542849140949716
a,MQ,0.35678391959798994,40x30x60,60x61x120,0.00048448667426895275,0.00048478001582094257,0.0006051024019483705
a,ED,0.36080402010050255,40x30x60,60x61x120,1.2942251641399718,1.2942418780671172,1.2914067631916615e-05
a,MD,0.36080402010050255,40x30x60,60x61x120,1.882894450924022,1.882834204796061,3.1997574617887166e-05
a,EQ,0.36080402010050255,40x30x60,60x61x120,0.009141618961419257,0.009135265506907304,0.0006954865742160478
a,MQ,0.36080402010050255,40x30x60,60x61x120,0.0005793789472713836,0.0005797660530789317,0.0006676931246531137
a,ED,0.3648241206030151,40x30x60,60x61x120,1.3567200825387113,1.3567274395165696,5.42259089332945e-06
a,MD,0.3648241206030151,40x30x60,60x61x120,2.1794714839450573,2.1794035316614933,3.117930322533669e-05
a,EQ,0.3648241206030151,40x30x60,60x61x120,0.010250030452333097,0.010243757525243367,0.0006123658310216088
a,MQ,0.3648241206030151,40x30x60,60x61x120,0.0006922692792627043,0.0006927669354423803,0.0007183601788935657
a,ED,0.36884422110552767,40x30x60,60x61x120,1.4198011746978867,1.4197975338102438,2.564371015041631e-06
a,MD,0.36884422110552767,40x30x60,60x61x120,2.4585849888140716,2.45851044713654,3.0319853884787465e-05
a,EQ,0.36884422110552767,40x30x60,60x61x120,0.01148079082610731,0.011474971763861735,0.0005071090687910634
a,MQ,0.36884422110552767,40x30x60,60x61x120,0.0008265285670339039,0.0008271484887725039,0.0007494685017438757
a,ED,0.37286432160804023,40x30x60,60x61x120,1.4833272625715386,1.483311884271225,1.0367543384966035e-05
a,MD,0.37286432160804023,40x30x60,60x61x120,2.6951389911825903,2.6950597183792797,2.9414117531399404e-05
a,EQ,0.37286432160804023,40x30x60,60x61x120,0.01284634833800574,0.012841389781810927,0.00038613859395787665
a,MQ,0.37286432160804023,40x30x60,60x61x120,0.0009861661368637468,0.000986911484048459,0.0007552320514648107
a,ED,0.3768844221105528,40x30x60,60x61x120,1.5471585713126221,1.5471318467643682,1.727360748847053e-05
a,MD,0.3768844221105528,40x30x60,60x61x120,2.868823484171203,2.868741849314506,2.8456675778169846e-05
a,EQ,0.3768844221105528,40x30x60,60x61x120,0.014360400890724245,0.014356680905007494,0.0002591118198812253
a,MQ,0.3768844221105528,40x30x60,60x61x120,0.0011759528556757343,0.0011768162528396947,0.0007336720255834229
a,ED,0.38090452261306534,40x30x60,60x61x120,1.611158231233307,1.611121620393111,2.2723821549359127e-05
a,MD,0.38090452261306534,40x30x60,60x61x120,2.96974833267443,2.9696668397694106,2.7441766843303653e-05
a,EQ,0.38090452261306534,40x30x60,60x61x120,0.016038000062721363,0.016035811308974548,0.00013649161271872803
a,MQ,0.38090452261306534,40x30x60,60x61x120,0.0014015695330226237,0.0014025335160068348,0.0006873154710452926
a,ED,0.38492462311557796,40x30x60,60x61x120,1.6751935839844232,1.675149292292428,2.6440444561537953e-05
a,MD,0.38492462311557796,40x30x60,60x61x120,3.000052271821771,2.999973182807525,2.6363240411409613e-05
a,EQ,0.38492462311557796,40x30x60,60x61x120,0.0178956439085809,0.017895163009353024,2.68731403913707e-05
a,MQ,0.38492462311557796,40x30x60,60x61x120,0.0016697878902180773,0.001670827468778049,0.0006221938407154196
a,ED,0.3889447236180905,40x30x60,60x61x120,1.7391371418209067,1.7390876875498174,2.8436904845812064e-05
a,MD,0.3889447236180905,40x30x60,60x61x120,2.9711388306302946,2.971063916740751,2.521449946654348e-05
a,EQ,0.3889447236180905,40x30x60,60x61x120,0.019951374476546498,0.019952663936919874,6.46259756317749e-05
a,MQ,0.3889447236180905,40x30x60,60x61x120,0.0019886926877160306,0.001989778709221518,0.0005458001437317416
a,ED,0.3929648241206031,40x30x60,60x61x120,1.8028671644906349,1.8028149997942158,2.8935135565803842e-05
a,MD,0.3929648241206031,40x30x60,60x61x120,2.8987835366130206,2.898714001024475,2.3988426771600442e-05
a,EQ,0.3929648241206031,40x30x60,60x61x120,0.02222489695816545,0.022227930388112317,0.0001364692930875884
a,MQ,0.3929648241206031,40x30x60,60x61x120,0.0023679546382368174,0.002369056578939492,0.00046513903993283877
a,ED,0.39698492462311563,40x30x60,60x61x120,1.8662679106093853,1.8662151824778999,2.8254047004097538e-05
a,MD,0.39698492462311563,40x30x60,60x61x120,2.798742126536152,2.7986786600793767,2.2677293281520122e-05
a,EQ,0.39698492462311563,40x30x60,60x61x120,0.024737727610735605,0.024742423138499333,0.0001897763908346266
a,MQ,0.39698492462311563,40x30x60,60x61x120,0.002819165568243703,0.002820253042092069,0.000385594424378003
a,ED,0.4010050251256282,40x30x60,60x61x120,1.9292296323232456,1.9291780850430884,2.671981428612619e-05
a,MD,0.4010050251256282,40x30x60,60x61x120,2.684165888269209,2.6841087901750917,2.1272645254264278e-05
a,EQ,0.4010050251256282,40x30x60,60x61x120,0.02751336821440431,0.02751961851993773,0.0002271218087159347
a,MQ,0.4010050251256282,40x30x60,60x61x120,0.003356250565218117,0.0033572935467885527,0.0003106614169718419
a,ED,0.40502512562814075,40x30x60,60x61x120,1.9916483451821945,1.9915993217545567,2.4615105610001332e-05
a,MD,0.40502512562814075,40x30x60,60x61x120,2.5647562969361077,2.564705605103967,1.9765166044754438e-05
a,EQ,0.40502512562814075,40x30x60,60x61x120,0.03057750191650201,0.030585195866287482,0.0002515579700423869
a,MQ,0.40502512562814075,40x30x60,60x61x120,0.003995976529299459,0.003996944642346019,0.00024221327368480945
a,ED,0.4090452261306533,40x30x60,60x61x120,2.0534253688750153,2.0533798637834697,2.2161068367401065e-05
a,MD,0.4090452261306533,40x30x60,60x61x120,2.4469958066820254,2.4469514079534185,1.8144507677039575e-05
a,EQ,0.4090452261306533,40x30x60,60x61x120,0.033958207176035156,0.03396724290840233,0.00026601312304144173
a,MQ,0.4090452261306533,40x30x60,60x61x120,0.004758582560110179,0.00475944380910193,0.0001809558062444648
a,ED,0.41306532663316586,40x30x60,60x61x120,2.114466618098941,2.1144253469982597,1.9518826115099067e-05
a,MD,0.41306532663316586,40x30x60,60x61x120,2.3348208827160053,2.3347825944154668,1.6399085992039336e-05
a,EQ,0.41306532663316586,40x30x60,60x61x120,0.03768618944179589,0.03769648090346254,0.00027300855199190914
a,MQ,0.41306532663316586,40x30x60,60x61x120,0.005668565266654426,0.005669284464356079,0.00012685863730674496
a,ED,0.4170854271356784,40x30x60,60x61x120,2.1746816215368017,2.174645088773591,1.679941402814691e-05
a,MD,0.4170854271356784,40x30x60,60x61x120,2.230348857602304,2.2303164827039685,1.4515831536279736e-05
a,EQ,0.4170854271356784,40x30x60,60x61x120,0.0417950322500119,0.04180651149478021,0.0002745803071786518
a,MQ,0.4170854271356784,40x30x60,60x61x120,0.0067556620850840795,0.006756199088748441,7.948310245264452e-05
a,ED,0.421105527638191,40x30x60,60x61x120,2.233982251007163,2.233950806957354,1.4075533673942569e-05
a,MD,0.421105527638191,40x30x60,60x61x120,2.134488770402895,2.1344621325584066,1.24798861887004e-05
a,EQ,0.421105527638191,40x30x60,60x61x120,0.04632147042568351,0.04633408751504992,0.00027230684886826354
a,MQ,0.421105527638191,40x30x60,60x61x120,0.008056089014750717,0.008056396778079065,3.820111357791968e-05
a,ED,0.42512562814070354,40x30x60,60x61x120,2.292281146522636,2.2922550330016853,1.139206614209233e-05
a,MD,0.42512562814070354,40x30x60,60x61x120,2.0473952439122725,2.0473742087132907,1.0274232669463015e-05
a,EQ,0.42512562814070354,40x30x60,60x61x120,0.05130568844413789,0.05131941017499668,0.00026737896659375043
a,MQ,0.42512562814070354,40x30x60,60x61x120,0.009614107159262572,0.009614129538979131,2.3277943643645785e-06
a,ED,0.4291457286432161,40x30x60,60x61x120,2.349489824415779,2.3494692093093885,8.774367550216917e-06
a,MD,0.4291457286432161,40x30x60,60x61x120,1.9687814898978477,1.9687659775176225,7.879240296906561e-06
a,EQ,0.4291457286432161,40x30x60,60x61x120,0.05679164714622583,0.05680645532623633,0.0002606777684940048
a,MQ,0.4291457286432161,40x30x60,60x61x120,0.01148401690453192,0.01148368611505778,2.880516506861052e-05
a,ED,0.43316582914572865,40x30x60,60x61x120,2.4055164550501944,2.4055014583037067,6.2343535215834535e-06
a,MD,0.43316582914572865,40x30x60,60x61x120,1.8981242475520719,1.8981142404938245,5.27210535272206e-06
a,EQ,0.43316582914572865,40x30x60,60x61x120,0.06282744211085034,0.06284333175519799,0.00025284535214566237
a,MQ,0.43316582914572865,40x30x60,60x61x120,0.013732712053537656,0.013731945626131456,5.581346060251575e-05
a,ED,0.4371859296482412,40x30x60,60x61x120,2.4602632947342493,2.4602540079318014,3.774733185272023e-06
a,MD,0.4371859296482412,40x30x60,60x61x120,1.83479246544392,1.8347880139587553,2.4261577527411752e-06
a,EQ,0.4371859296482412,40x30x60,60x61x120,0.06946569715000007,0.06948267475546432,0.00024434300383513035
a,MQ,0.4371859296482412,40x30x60,60x61x120,0.01644297246952759,0.01644166953202179,7.924605851387061e-05
a,ED,0.44120603015075377,40x30x60,60x61x120,2.5136237542001365,2.513620255723292,1.3918080253768678e-06
a,MD,0.44120603015075377,40x30x60,60x61x120,1.778124884369053,1.7781261112818658,6.900032596772159e-07
a,EQ,0.44120603015075377,40x30x60,60x61x120,0.07676399661890096,0.07678207853873595,0.00023549661820976747
a,MQ,0.44120603015075377,40x30x60,60x61x120,0.019717738135680334,0.019715774776748005,9.95831487507389e-05
a,ED,0.4452261306532663,40x30x60,60x61x120,2.5654790843120687,2.5654814517701103,9.228123789296087e-07
a,MD,0.4452261306532663,40x30x60,60x61x120,1.7274745861814929,1.7274816923393264,4.113593715647402e-06
a,EQ,0.4452261306532663,40x30x60,60x61x120,0.08478536051967407,0.08480457137849057,0.0002265309346445009
